,sim_time
0,3.9493311682704326
1,6.298205585718645
2,3.178382418324172
3,3.6647075680425107
4,2.586474465452418
5,2.404724276517262
6,3.733741612508666
7,6.221987965451902
8,2.211862036345239
9,5.015941740319802
10,7.280733558803812
11,2.3261219151056185
12,2.7286440850850657
13,9.135520648628528
14,7.2014687928129515
15,5.125796308666709
16,3.4162413042744237
17,4.926789040396486
18,2.445385992352208
19,2.2943281627006797
20,2.419302071405336
21,6.201845063852032
22,4.458950135992858
23,3.099153101127335
24,2.460171290350608
25,5.475239538224864
26,2.0213053058287156
27,8.253958031378142
28,2.652978567457833
29,3.5139098325909623
30,2.4064505992475125
31,2.127709387553437
32,3.113013514051095
33,6.194359206251191
34,9.438583655873002
35,4.86544140948207
36,6.930248641907483
37,2.943444398302155
38,2.4564165105781153
39,2.018862797846024
40,4.841894802728137
41,5.2084697724338085
42,2.261822101551804
43,2.762138843696019
44,2.274766784989283
45,5.395297094631935
46,2.861000421100891
47,6.684892966969926
48,10.852130665021665
49,2.0913672411954383
50,4.396455149783351
51,2.5654444774543603
52,5.608930788145363
53,3.6556340746978604
54,3.079426563948372
55,2.5028067968141614
56,7.953369375439917
57,9.478943079454885
58,3.443181553188749
59,2.941721854032768
60,5.187160232768131
61,2.4667904091968236
62,5.184288441209937
63,4.852469471397876
64,2.197825860002967
65,11.216502026497269
66,2.792298483106683
67,2.4529330055478376
68,2.4743554318952374
69,3.540193276556593
70,4.84027904179926
71,3.835878200582966
72,10.729832128005834
73,2.9151927829773165
74,3.115752067858172
75,2.100884187460898
76,10.307074056172201
77,2.5548263106887563
78,2.463308508981083
79,16.684016463428833
80,5.2101900459788455
81,4.784393164304815
82,5.949204573196045
83,2.059836470144217
84,4.731547607937008
85,2.388116033873089
86,3.258909858284926
87,2.7708453453778086
88,2.537497260524545
89,2.4275873641790295
90,3.6913033419392525
91,2.7850280738249484
92,3.001028611670619
93,6.1302257550798975
94,2.965216132608974
95,4.90410987601418
96,2.8276244347747297
97,5.739926974481888
98,2.2391095941883066
99,3.8343287276210956
100,2.1216778683293316
101,3.598141344000646
102,3.9364649296135785
103,5.399501485908836
104,2.0788116423952374
105,3.007979709665247
106,2.1864281621495336
107,3.571733475228519
108,2.1590310983984535
109,8.870577285307952
110,3.1438354799410098
111,3.407586726415737
112,2.029944654247152
113,5.709905250264411
114,2.4030890339331346
115,3.8475521503080805
116,3.115019856071629
117,3.480455006814098
118,5.843288669149945
119,8.930378915159539
120,4.665975905662109
121,4.008048634588128
122,4.949761458818275
123,6.323132444917306
124,2.064838265952748
125,2.4762968455535463
126,4.516140885352284
127,8.594066437794535
128,7.906539195632405
129,4.507029601209787
130,5.47694712699642
131,3.111618313142837
132,2.887375849365393
133,6.385144915774811
134,2.81210475443097
135,3.093388114324209
136,4.309398626012969
137,3.927433738190836
138,3.425745768371229
139,4.412332717877601
140,2.7114026161655325
141,3.2625614748035456
142,2.812315227570205
143,6.362171884219438
144,5.738577257682621
145,5.188506586742818
146,5.935943299062147
147,7.7805081405426275
148,6.884238102784695
149,2.9472464120157333
150,4.7252499379788215
151,8.313200975480772
152,2.183452997683203
153,2.5878942492032273
154,2.2604758947887644
155,2.2030123540267303
156,3.286487386083082
157,2.657644263723774
158,3.0946024472083864
159,3.675815403217838
160,3.20396382971355
161,2.8259534239447124
162,3.1641468477413053
163,2.6928399884961918
164,2.0014746140230564
165,2.7721732675493853
166,4.099412793020664
167,2.4004548188153487
168,2.452088438603286
169,2.1724411950336915
170,2.2547707949630618
171,5.027217722184428
172,4.382391867690263
173,4.588214013984089
174,5.297882742741829
175,15.718261734713156
176,3.231274056090676
177,2.748453461912625
178,3.087855658141682
179,3.6355059385847057
180,3.359752484581576
181,2.026101692889274
182,4.233787717251847
183,5.457889327007211
184,3.408511282558189
185,2.454948906502823
186,2.247656404716693
187,6.175917404456685
188,2.77969329103136
189,7.650413860297433
190,7.710273714337599
191,4.231488808614526
192,8.796995347430306
193,2.909665277185882
194,3.4431917630087687
195,2.425909671430533
196,2.8506826255017277
197,3.223196140323599
198,2.1762820476455036
199,2.48707769409247
200,2.7202947365130754
201,10.5440215692141
202,8.323073998548463
203,7.212662996783828
204,3.116614841322197
205,3.6345256031814683
206,2.799246092922452
207,6.9609539192199446
208,2.952194058381121
209,2.2247403153680394
210,5.032168175597393
211,2.8763698676889824
212,5.114467262641857
213,11.163233706790491
214,3.114477113747345
215,2.7129127183632042
216,3.898117073931753
217,2.6451242994624633
218,7.7749986403297076
219,3.654116237439329
220,3.9357111521176753
221,2.4397034412519014
222,6.098221406461949
223,7.644955345678371
224,3.1476325953432527
225,5.440184626600514
226,6.222142835778535
227,3.345252580066923
228,4.640525176176556
229,3.3894823912378356
230,2.637559311556137
231,9.473975333260668
232,2.398747467832289
233,11.447171316422029
234,3.6920837177813377
235,10.840907761939764
236,2.828842767871853
237,2.21671069076265
238,2.022357966715235
239,20.65166794391973
240,4.669460016141249
241,6.273163107340423
242,2.7133084914431196
243,3.6416778295549985
244,3.0242888937825034
245,7.794324937016974
246,5.313783487707695
247,3.235064322512523
248,8.978354911763274
249,3.1442701815343694
250,3.1901221561679103
251,8.79781831354892
252,7.1871327440894754
253,8.5483165233145
254,10.078634395900359
255,2.0880810160065315
256,2.347344623020759
257,2.2980376588245903
258,2.0041562377456477
259,2.6862648063773213
260,5.407495069279393
261,2.195133278591093
262,5.976496791007831
263,2.9139577834565924
264,2.1799459394435314
265,2.9215546228072116
266,3.3399326928140085
267,2.681887102388341
268,2.3136708718206345
269,3.258470383089484
270,6.738567597008724
271,9.218809316844343
272,7.49791104452473
273,2.918114103483007
274,2.2733940558292276
275,2.9295076607902115
276,4.982154603804508
277,2.381421779788084
278,4.3584664082969296
279,4.327708499454211
280,2.345203891334967
281,2.6784486918403996
282,2.404450104745032
283,9.620868473046404
284,6.067010739450876
285,5.6320046360806035
286,8.34299834295302
287,9.804231037614098
288,2.250493346273406
289,4.346988648202473
290,3.4281675904766598
291,3.005882824189654
292,9.777391126002591
293,2.3990568320919206
294,3.4069970522387303
295,2.5910297792824455
296,5.4430215344301125
297,2.1873143050761965
298,2.503074359562887
299,3.91464916538399
300,5.077495362615535
301,4.32763314993891
302,7.1223747884088136
303,3.282299814536874
304,9.680847200694263
305,4.83997549009796
306,3.948362904149322
307,4.207936029254116
308,3.4551238785979783
309,2.758745097200598
310,3.334200375872548
311,2.659189947059184
312,4.074530725672579
313,6.78676425825675
314,5.048342295427995
315,6.829452201254784
316,10.244976561075779
317,2.190898825402062
318,3.3968434361613404
319,5.473610141586994
320,2.903889800999742
321,2.399638717886811
322,2.1743397991844255
323,4.56577669626508
324,9.2030338104988
325,2.0373537875032253
326,9.838116429519165
327,2.2497251593398686
328,4.139357766428505
329,2.0498975549366723
330,2.165763789443356
331,2.0276646329239365
332,2.2056015705207623
333,11.688541987372757
334,3.032239480409081
335,7.2975824661072775
336,3.7303023346628734
337,8.37068738204551
338,2.774325144587931
339,4.758324734477576
340,4.68303531867816
341,11.388259309745157
342,2.61035529893867
343,2.018334912773272
344,4.729167318393348
345,4.151777160675224
346,4.154317068235238
347,5.830390900581136
348,2.65668940570807
349,5.5176768275018215
350,3.9960199843190822
351,2.8810073107728753
352,2.5802920740573962
353,2.1482140007702997
354,4.444001096577159
355,4.995810856046422
356,5.173981751490807
357,2.3951647938089233
358,3.357437921011299
359,5.618730472203287
360,9.524571131592584
361,5.340017263429455
362,8.336373096389853
363,2.0347348477034437
364,3.678516916109303
365,3.315584613457164
366,3.4415182789964858
367,3.5900914225298206
368,6.920332850898
369,2.634927849424906
370,9.81800850106152
371,3.7731863049808236
372,6.822340919008072
373,7.126424540296805
374,2.0741431179966914
375,9.56350625811722
376,3.194237050098941
377,4.587912714647223
378,2.8838898668496924
