,sim_time
0,133.03418456761904
1,919.7633591482477
2,253.8514996837503
3,946.5002485399666
4,590.8335335027195
5,1380.5826241699963
6,290.63291164506006
7,333.30083581329177
8,101.79454432334872
9,278.9394363320041
10,691.4781294346058
11,675.9156762670243
12,879.7331214412043
13,103.78025149503277
14,108.97480964187599
15,236.61999673404446
16,310.5722201345186
17,340.95025631421026
18,223.33832278189942
19,310.0359145637891
20,1222.0402862452136
21,499.46352375657625
22,210.46026884917273
23,902.1734771636417
24,200.43793611854335
25,474.87256139071593
26,856.787680217287
27,451.6701824214767
28,421.6961173184947
29,433.82483800190903
30,280.77768423766315
31,171.2873427581253
32,333.514388324178
33,169.87696442947123
34,825.0670805267774
35,356.7583852499531
36,131.8089777768014
37,186.08200471531043
38,314.08521270582423
39,287.3509515029069
40,208.0893617864579
41,838.5596166042694
42,356.80573953890456
43,533.9541466232736
44,116.85679428376949
45,159.3610247685781
46,162.69660340446706
47,101.44837666660617
48,173.02273250339755
49,572.5963646908409
50,655.8631640146663
51,879.7587592761432
52,474.5139621997351
53,155.45794905857304
54,495.81786376240814
55,1798.1361321728314
56,485.86716202938146
57,556.4970408218735
58,255.09691403247365
59,332.1741048174099
60,519.6165597856625
61,383.0024331581263
62,192.8260057083579
63,403.69802815673813
64,411.58095667746244
65,554.3924021938233
66,756.9369662835641
67,608.5141701497461
68,436.4421602810246
69,198.51292783265401
70,576.3681661871763
71,229.91448238534508
72,376.54464377837013
73,271.78658132250894
74,191.58764397080407
75,211.7146609692869
76,938.6329475643771
77,332.9569788250444
78,1065.3656992070091
79,203.82531695174904
80,511.9296472761897
81,194.08291264570997
82,135.68960201443664
83,144.5868305897969
84,308.1927567286999
85,692.8201966665357
86,648.2069509995176
87,627.1530138947776
88,1324.9664194968088
89,411.9745424628821
90,362.80522544860304
91,1615.7214574838981
92,369.65052343109926
93,417.10157757444307
94,175.55875429432388
95,227.69695047468804
96,540.2491853099232
97,452.5840501464464
98,232.4827378009707
99,192.76990845253314
100,443.56626952323995
101,718.3788289483892
102,719.4922133492015
103,763.1600650010726
104,253.50313541156194
105,328.2117061011442
106,1767.5069388194172
107,874.1042022739077
108,489.35760083500924
109,1743.9915141384936
110,142.606249024222
111,162.70466534737238
112,906.618272754027
113,411.072697722366
114,348.97067943509774
115,907.2514697971039
116,439.9238059623402
117,714.0223381340265
118,571.5339341728463
119,363.3481638646341
120,253.1267815780151
121,140.88503423806964
122,113.26250265712149
123,182.5716377551284
124,519.2338731658085
125,374.8278582445977
126,491.56515561623416
127,551.3036008918932
128,464.6673656004822
129,550.870188473671
130,635.9131947041469
131,682.5372241807119
132,383.6279235115215
133,225.9141653385514
134,546.6043674603969
135,426.0895985930828
136,2658.651960997925
137,381.2241750632344
138,417.61293968175215
139,326.7552252834696
140,773.3326775671385
141,119.0027161928332
142,1156.4551378088233
143,235.03909731492175
144,372.40036782028415
145,180.48347844071378
146,1000.9160105155253
147,389.4824888912566
148,345.5490528324923
149,308.2857361560004
150,206.00231345881437
151,323.10255856659796
152,1069.5864935235686
153,564.7812413210356
154,161.45296216564583
155,225.03027575291918
156,263.929309060549
157,129.1702266463472
158,1012.0933532273584
159,327.1947590118882
160,135.85772818215483
161,992.0198127438183
162,403.807799453627
163,466.2243361753756
164,188.9435755573601
165,140.9906813430241
166,450.8288518498069
167,306.3881817005125
168,487.9284352513793
169,224.39587944728112
170,183.3100927698818
171,288.476728096202
172,491.50728773547763
173,437.21177482042464
174,1158.5378967945014
175,274.008847004987
176,232.75905559255438
177,198.78222783580674
178,203.56844411267747
179,143.21696993094773
180,346.28596074708327
181,118.88934445319921
182,488.8095940940466
183,459.90099078625104
184,1023.4388209200898
185,2019.5954023941945
186,708.844948259751
187,145.25681972358362
188,136.56243454345986
189,158.8535483989007
190,736.2355622287544
191,224.19201542242962
192,343.52061429430137
193,284.8766770409975
194,750.331647737345
195,329.5931356878332
196,114.24210801903537
197,200.23466098510227
198,749.781999773114
199,380.4215294386528
200,141.18042292286293
201,296.7617978762406
202,143.81005406122918
203,354.686289040421
204,735.6853941878406
205,606.6278355363727
206,759.224024058055
207,484.3074154641503
208,128.73635461083273
209,761.2477211752683
210,1377.89850339851
211,488.00119327670376
212,1299.9602024375458
213,342.1831855622454
214,461.5989444779598
215,127.54019517874839
216,509.0539553854055
217,217.22422969746526
218,532.5851509893967
219,227.41013574743542
220,180.81507877164788
221,506.8964393391441
222,321.2074262877227
223,348.3094885592293
224,545.2539070375487
225,686.2924229922834
226,315.73998000534084
227,108.66219025551345
228,254.1521094487511
229,354.7042939015888
230,709.264064284803
231,412.65257772615325
232,380.05386787254315
233,494.89812124164894
234,381.37141662118245
235,359.62235283461706
236,337.4841340805393
237,1255.7352099827624
238,729.3329289127443
239,231.84743980438026
240,332.51776648522014
241,162.56446640721003
242,102.46897709192125
243,115.6392684524756
244,453.9325224017088
245,163.6672855451339
246,296.9404938646765
247,623.9081529957856
248,353.6014087839361
249,233.84315211282106
250,129.01806500210432
251,305.2246252948701
252,1333.3384370452723
253,1123.2722278016886
254,358.69464294441656
255,175.54423898407177
256,1051.8208724725764
257,358.2932282105155
258,286.36225101822475
259,393.47453699268107
260,989.5056333884888
261,107.86050363438751
262,724.5214948861907
263,503.6707257033593
264,781.201848685692
265,189.70624569654856
266,236.2075575983103
267,912.8795785349649
268,297.0892137780738
269,846.9375179764102
270,250.4006890032704
271,223.32212888886247
272,871.7379367271952
273,270.08467716853687
274,732.9018845200368
275,141.12734736569257
276,503.6830850054746
277,265.2321585019042
278,300.25777316251686
279,147.44290599932634
280,1038.5548596591962
281,258.0697401680991
282,517.4047565906594
283,995.1488171390038
284,371.26120921708724
285,1368.4805120635308
286,387.80143250651594
287,171.7204826869312
288,399.21605523484595
289,117.71354786017855
290,654.4541690423521
291,827.0376754049252
292,778.993980487028
293,114.1903948650762
294,655.1957065478734
295,631.3467777378362
296,2080.254260674126
297,2011.4940720364682
298,686.8706299635638
299,783.409748868241
300,118.25555269822053
301,473.96165690686126
302,317.3074201589035
303,472.27571347959395
304,167.02610326219065
305,656.412081294254
306,1530.2242787523116
