,sim_time
0,5.646733763705645
1,7.530689214254991
2,4.472538552216126
3,10.013838294533034
4,5.18298835857663
5,6.397076692791711
6,7.687586537151446
7,18.54649381910885
8,18.129449361987948
9,3.023644092059998
10,9.721635351710106
11,2.615206566186894
12,5.4112094112605265
13,16.517985489254418
14,5.818603036070213
15,7.900167074328574
16,8.958017752007391
17,2.873887211871085
18,6.742897718354473
19,4.69849069943641
20,5.657158893746328
21,4.895533925038294
22,6.340269179898951
23,8.546555331070802
24,4.386404096514711
25,4.104568329097045
26,2.7827745410840046
27,4.118586965947987
28,4.931731406281686
29,14.864336583137039
30,5.837985019194391
31,4.215489566009014
32,14.80079738289181
33,6.774128629433062
34,8.19490157268612
35,10.910516743429572
36,3.4285222699790885
37,2.9445996975841173
38,5.847377213031978
39,7.453841617275399
40,3.595539057349127
41,15.752265865686425
42,8.230532162545805
43,14.11697462613688
44,7.6395229594161975
45,2.944218395423215
46,2.5905127003769275
47,2.200730117914856
48,10.76667524797045
49,2.404605443431759
50,7.555996544940028
51,6.57059062373762
52,2.622082878502733
53,2.0986411820967663
54,2.6038514955059857
55,16.731864951222633
56,17.130610153608075
57,3.4812211415310212
58,3.8512381405082285
59,6.585797979195694
60,6.96422311623586
61,3.8989840663512503
62,6.227869231714808
63,3.0593385656370415
64,3.37964195690342
65,5.966949971406583
66,9.632311269455824
67,2.9960063200031497
68,2.9294758981339295
69,8.892292005832555
70,13.963822356790587
71,3.117339325297756
72,14.355654427482566
73,5.7427742564468875
74,10.258545780659894
75,7.51126183516212
76,3.7780312939072442
77,2.360190098184474
78,5.612711333826269
79,2.039925487648342
80,11.551039326619348
81,4.407949587702131
82,3.46626528918609
83,4.185322943448378
84,2.8165852910986136
85,7.585136944727403
86,2.8287148891372036
87,10.556132382470683
88,4.70515058249171
89,3.1181000330046205
90,23.698456600584727
91,10.896467534136038
92,4.228927638444679
93,7.565801266631347
94,4.29174400958205
95,6.58581220224713
96,6.099990011710849
97,6.0962616685539315
98,24.88612620274636
99,3.81439110791973
100,2.03111031096773
101,10.825745578378168
102,4.528551386541086
103,21.129208290127753
104,2.673688888809254
105,4.642144423371027
106,7.961805137819251
107,4.246330283268019
108,2.1570333083254174
109,2.6563576856410864
110,2.4301475506335626
111,5.329920867797538
112,2.510672714330026
113,11.298771290457243
114,16.540535035254386
115,3.2167918108476474
116,2.361257087644757
117,3.0389731103596365
118,3.396715145510362
119,2.4491315729753156
120,4.852511241315743
121,11.641397310370634
122,2.565835389264487
123,2.9392458032127897
124,5.83414566152282
125,9.512801781854023
126,3.3233274754228264
127,2.081409357858005
128,8.836331439847953
129,2.5732553324353296
130,5.808162558354128
131,3.3757994823135786
132,3.2230161967929387
133,3.0482518002060868
134,4.588753458524053
135,7.126047372612932
136,8.481763618427944
137,7.751727979917549
138,3.317638152546449
139,2.411460161841082
140,2.9508495960358827
141,3.316254001403795
142,7.806805491429713
143,6.899306240887446
144,5.801197386491651
145,7.329942519790083
146,3.7159581455598563
147,10.022942696799376
148,10.204636543938646
149,20.90005832315201
150,4.201575500917735
151,3.15319234630405
152,8.83921154325208
153,4.396966351484206
154,3.004220376938199
155,2.064734959662904
156,9.832833500132702
157,10.19246058318588
158,6.532003042861133
159,11.192663111016547
160,5.523890845020917
161,2.285785552797121
162,3.3049303550252938
163,2.8793859495079515
164,2.724261832553232
165,2.6798463748834767
166,3.04553680032739
167,4.004912082808984
168,3.9295538788359776
169,3.0114380580596065
170,2.373948922666779
171,2.706509991307314
172,5.620202523242304
173,3.393245759005132
174,6.674343189358401
175,2.3961572591255353
176,7.17956563347137
177,9.635037473660013
178,2.647118159161091
179,10.262920427672356
180,12.597073319775678
181,4.721968431642566
182,2.2400657772260355
183,6.997332216561633
184,4.063672041437597
185,3.074076444009984
186,2.2676671540013933
187,4.82814230780226
188,4.13538086785055
189,8.068071964799849
190,4.79742087768056
191,13.931022707517412
192,2.216074355048028
193,4.38889375373687
194,6.6694137608344
195,6.784656891762148
196,17.297347009505646
197,4.324024806858212
198,3.786920980834555
199,15.180431769510697
200,4.1204514052327434
201,4.137585147231466
202,7.634427745094267
203,2.4761303462152124
204,3.5411436873866178
205,2.8274265602274964
206,2.0633181529156146
207,2.5490160379226214
208,4.6469547565751155
209,3.533218994921499
210,7.9022033203015924
211,21.397285910940735
212,5.755510495044341
213,8.771567727901814
214,6.596705686648709
215,7.926327079657384
216,4.8513694722883525
217,4.189113448579066
218,5.791341296330945
219,4.358297455162567
220,11.04965267394118
221,3.3720691537109913
222,2.4720104323771115
223,9.14695792050253
224,3.1591121440421897
225,7.601242631752435
226,4.385777262302732
227,5.37307921063382
228,2.3414876542105914
229,2.97893056622452
230,3.70732381838324
231,4.083681579306251
232,11.691263896264822
233,7.7705522077168965
234,5.398689577724244
235,2.2567654776578383
236,6.662489667123155
237,11.418203867200729
238,2.484592050887248
239,4.8263042551405615
240,14.506210656390122
241,5.905987808714801
242,6.477356754260107
243,8.144468871304344
244,3.310782185293932
245,6.425324727986133
246,9.293995172119384
247,5.992668401947258
248,3.604001751177399
249,7.254301837976621
250,11.220627330046035
251,8.294818059920376
252,13.273378088850494
253,11.610931997146151
254,2.7409606550462966
255,8.324982461655146
256,2.2403654460792897
257,3.918176056326485
258,6.445364341461388
259,4.828260930560428
260,2.3870813713955994
261,2.031610661357923
262,2.5347760296407906
263,2.093245381489568
264,2.351468674777906
265,5.069068637280472
266,22.81805939025098
267,5.0003834759841395
268,13.872869707580145
269,3.358658900096553
270,7.673228260032626
271,4.05183013051617
272,3.770641320535148
273,2.4232375172934457
274,2.1308454025526293
275,4.273582500668782
276,4.96714567962416
277,2.861788906474356
278,2.9737909300941077
279,6.71058009736429
280,5.30527321861282
281,2.6520309403425193
282,17.32449642611398
283,9.963364246058122
284,5.150502472590903
285,3.127722892098837
286,3.354261774867717
287,5.678214088887572
288,12.512013873833968
289,4.853180421697729
290,14.698736520170945
291,5.417330553125716
292,12.655872062408733
293,12.553058090138316
294,5.007503955047285
295,3.8730561840207893
296,8.475195420219489
297,4.386086522931511
298,7.927725500961048
299,3.3608227245929303
300,17.052854093904926
301,7.168556678346544
302,2.5300041720779856
303,5.6821955198298895
304,2.6336127017129622
305,10.885756494157642
306,2.693567587164562
307,22.13711814415719
308,5.143308090984229
309,2.923994020035736
310,5.889129806044522
311,5.181325069642164
312,10.598444198063456
313,3.4344284473501983
314,4.204870313899388
315,3.6494351366249305
316,6.888541793957029
317,3.9065080013590974
318,3.859648390135447
319,3.1594796799509597
320,6.612299130751592
321,5.096608745258333
322,2.1103953876362223
323,8.577153964941107
324,2.1627376088676136
325,6.750611173768404
326,10.75630045517671
327,3.177863838362228
328,6.380468617722746
329,8.536628044093273
330,17.351469499137863
331,11.472934182600675
332,4.595928860272737
333,3.435545572553779
334,7.057428189835426
335,16.384098486326863
336,3.524230850090508
337,6.386259741033521
338,3.4469777578358767
339,3.102908161507713
340,4.685714525204569
341,11.043584799248272
342,6.608367107464021
343,3.423888485216166
344,2.6877413384744453
345,2.0257849063463387
346,2.4676007664925623
347,6.058145789592466
348,9.420018851381052
349,12.584465775099197
350,3.34877538175962
351,5.2821552678380375
352,2.236530459582039
353,2.9588207356448692
354,5.9617159253298
355,2.5433528595508585
356,2.1022792914000727
357,5.942728290372742
358,3.7958768370208027
359,7.246066746033932
360,4.936650519438346
361,2.894513042236862
362,3.0568843581230394
363,8.124468138474722
364,7.1226871078170415
365,4.82679052835224
366,3.6593135466264934
367,2.723952816109276
368,17.13943677890167
369,4.575248558908829
370,3.9575437677257126
371,2.391088730466471
372,2.4615146458665644
373,10.398022149081632
374,10.320077957454176
375,2.681711132002732
376,4.035408605182493
377,3.658427381783002
378,4.667582929998934
379,4.93759440636215
380,3.5223466014013365
381,8.875538050780122
382,3.3941101734559314
383,4.927128057278791
384,9.733989498702442
385,8.281735391955202
386,4.272222708339752
387,7.973941019082829
388,4.8498688818546505
389,4.270302915163009
390,6.778242421366503
391,5.491611741926285
392,3.087324757395349
393,3.0110516812184205
394,4.830353925377205
395,5.451462937691362
396,3.58471682071841
397,5.708603214020622
398,2.3689312927003665
399,10.102832326422304
400,13.04923760746277
401,5.311417094975973
402,3.3118156947298436
403,3.0201679496164555
404,6.872303628796498
405,5.657236393556158
406,4.700833213484682
407,2.266555145770467
408,4.959137854966005
409,2.9781113894676414
410,8.05166680405308
411,3.9110531620263527
412,7.858237989875053
413,9.151585891564384
414,2.886822061095396
415,8.22881526675313
416,5.802073016817516
417,12.195049296645932
418,5.455857139395229
419,4.903967061791442
420,3.8503565071511567
421,3.437037206526898
422,7.59532230744209
423,9.510289535842913
424,5.338939827464506
425,3.105808603461951
426,8.752861316565252
427,2.107232360781472
428,2.23726801738474
429,3.3246383053150104
430,5.450333867779523
431,13.632339320504768
