,sim_time
0,3.2300212355237523
1,7.9921049801544415
2,5.781765130407782
3,5.865318482324664
4,3.936590733609233
5,6.097658153690814
6,4.362151635720581
7,3.8004955809612735
8,5.409549660666919
9,5.5674763908416764
10,7.81719741768374
11,3.2826971576034754
12,3.3279174263898565
13,3.6604922472736616
14,3.2669957330956874
15,3.621385729907051
16,4.256494592200886
17,4.005401410966923
18,6.218315708726999
19,13.242808348945903
20,4.360878392316149
21,7.49735757856979
22,7.203867123710511
23,4.099381102278324
24,3.2804129007401284
25,6.399184280095009
26,5.265064878949881
27,8.276835673296947
28,3.0605621364245437
29,3.2182288357607147
30,5.755813306673778
31,3.2068095590981436
32,14.557896393715808
33,3.771510467302439
34,5.78767828016078
35,6.759108337030584
36,12.005354728526497
37,4.348503653431722
38,6.284609385922311
39,3.556985925925178
40,3.4627561060927925
41,5.961399335014245
42,3.045985169919239
43,5.472059397755457
44,3.3547619493266496
45,4.2467662527405015
46,6.061361162198507
47,6.333475666060127
48,4.204734283326884
49,5.287256697021991
50,7.325176273615307
51,7.331267665013629
52,4.111489076972122
53,5.158632187907546
54,11.28763964115328
55,6.270413779770996
56,5.895775042212787
57,5.014258558744507
58,15.181054153569459
59,5.222811697144603
60,7.080730202516533
61,3.8610835885538632
62,5.102043764851122
63,7.065335127467491
64,8.75438008243733
65,3.6228350796486275
66,3.397733862157112
67,4.50789418539331
68,4.884592745657005
69,5.997265628349506
70,4.166863898031056
71,7.575932465262204
72,11.586703170623613
73,6.732622941244573
74,4.452198014923941
75,3.3809865817552414
76,12.566823272857595
77,8.328662867903443
78,3.123016498025495
79,5.050427413716427
80,10.450131778953843
81,9.011828457335902
82,9.724036752484505
83,6.392888530295177
84,10.897841734884306
85,4.718965028826567
86,3.478739899208405
87,4.149694373462038
88,7.691789436262707
89,11.097360618364817
90,25.22127544546989
91,6.0185992552308925
92,9.00310811095552
93,12.31162160327204
94,8.001010412351148
95,9.310405911739734
96,3.3163390107466495
97,11.353797022568385
98,4.451268582489925
99,7.860940302537582
100,3.2048651660191285
101,6.153638889182468
102,3.686547893455314
103,5.098937045044422
104,5.482212594056346
105,7.591887047886146
106,4.733780217653684
107,8.90157766930662
108,5.367548625650601
109,9.294933187534257
110,4.083351769609258
111,6.520677830965788
112,7.3651683152908936
113,6.6033880976720685
114,3.0010235751422822
115,3.413748214642078
116,5.34031527173911
117,3.628688628681655
118,3.785185187908007
119,6.372214208554546
120,9.941650355364203
121,8.075283438115711
122,3.165100458029838
123,3.1714156278426495
124,3.996765483536646
125,3.7693111147646086
126,17.781303614568316
127,4.794311246245868
128,3.033429869875347
129,3.937310952839705
130,6.945816149122082
131,4.173981722752394
132,7.207437534809238
133,22.39406497199951
134,3.16556640118014
135,3.42866585326913
136,3.8576874705547737
137,3.1962957211936343
138,6.751325742111561
139,6.584228821139915
140,5.015201407534107
141,7.767469391343717
142,7.212384412996348
143,3.624546567273029
144,6.542377327249074
145,6.614775419685075
146,3.868114250017542
147,7.496000261875337
148,4.243554652478303
149,6.042746841925787
150,5.886154504633511
151,6.311665261192553
152,3.1957227179138417
153,4.364066653487405
154,4.185054807303547
155,4.811277227578497
156,5.6930233307988924
157,4.927144273689855
158,4.126030165455959
159,7.791239892274122
160,3.1857843801981565
161,4.165818432890872
162,3.3322129112572267
163,11.152610058336522
164,4.97979849220205
165,10.066377787277602
166,15.286767503774888
167,4.875339163696507
168,4.70207077342751
169,6.594510734245092
170,7.090587711045622
171,4.414184582619426
172,3.7685844721898385
173,6.533343929382037
174,3.1889732662985018
175,7.277242267744253
176,3.932684990645135
177,5.739684036962126
178,3.575215920513516
179,6.582536502353872
180,4.766019790798165
181,3.976490613349741
182,8.422640379304287
183,3.1082388517833794
184,9.940513319371012
185,3.3504031165467545
186,4.674365144989905
187,3.4507766473977655
188,3.5215472081266945
189,4.632560590253009
190,4.915732954742534
191,4.823537945389665
192,4.480403987875702
193,8.70969425857518
194,3.345702384211345
195,10.328988942704267
196,7.70612053173828
197,7.233391359408297
198,8.952647956947
199,4.0155868304630165
200,4.591986134339604
201,3.0346134289684206
202,9.112871234771347
203,6.900620929611941
204,3.9541565277932955
205,3.94715138241758
206,4.650459705390005
207,3.301884781730747
208,4.097494680643826
209,4.656273307497669
210,4.261093206742758
211,6.306233953290635
212,4.069953214029203
213,3.991701790036478
214,3.181165405359638
215,3.6244012074299032
216,5.573543276010591
217,4.791021104535592
218,8.65523628228486
219,14.010257368868244
220,8.575700466564445
221,5.866246754309238
222,5.268209361430037
223,3.1005691265805893
224,3.9931745767484763
225,7.815092592305529
226,9.519886806698274
227,4.554552488354963
228,4.9581761448737875
229,3.7130065400176635
230,9.412653895683617
231,4.683834415348888
232,5.030806177224589
233,21.096634469554694
234,4.010236520689979
235,7.810061936604661
236,13.41304342897709
237,8.463461373245647
238,4.610548287870312
239,9.42520040988158
240,5.981731756250166
241,4.550459001218257
242,5.2787683058171115
243,5.378607932891095
244,7.955321572231597
245,4.271020502183573
246,6.769901438854767
247,6.680276539238871
248,3.7359583034194928
249,3.905602739250856
250,3.7737136764928865
251,13.699987259933549
252,17.595905328492833
253,3.409336176825541
254,3.612456035972941
255,9.086657920181821
256,3.67780879101724
257,5.61229804506891
258,3.095916849986888
259,11.526407008706682
